date,NIP,initialSpreadToSwap,coupon,maturityTerm,spreadToSwap,spreadDiscount,maturityTermLog,issuerType,paymentRank,issueSize,issueSizeLog,rating,month,zSpread,zSpreadTrailing,MOVE,MOVETrailing,MOVERetsTrailing,iboxxRetsTrailing
2017-04-26,0.4269233063863529,-0.02,0.4,7.0,-0.064,0.0054951167761019,1.9459101490553128,0,1,1000.0,6.907755278982137,1.0,4,0.2881752218,0.3424842999549999,0.623632,0.6735561428571428,-0.0788314936019297,-0.1850233000000002
2017-05-10,3.2949605246564264,0.04,0.75,10.0,-0.0949999999999999,0.0450310881639904,2.302585092994046,0,1,500.0,6.214608098422191,1.0,5,0.2801355775,0.311251005245,0.552203,0.6524122857142857,-0.1190574188937386,0.8337352999999998
2017-05-10,6.550176445024088,0.95,1.375,7.0,0.885,0.4340806384646755,1.9459101490553128,0,4,2000.0,7.600902459542082,8.0,5,0.2801355775,0.311251005245,0.552203,0.6524122857142857,-0.1190574188937386,0.8337352999999998
2017-05-11,1.097621559012791,0.12,0.5,7.0,0.02,0.1208427182718511,1.9459101490553128,0,1,1000.0,6.907755278982137,1.0,5,0.2858785529,0.3085605683,0.5502980000000001,0.6459991904761905,-0.1117191194962461,1.0063155999999998
2017-05-15,-7.501360624786978,0.525,0.875,7.0,0.405,0.1334486285745968,1.9459101490553128,1,4,500.0,6.214608098422191,9.0,5,0.2957295995,0.30326710532,0.557115,0.6299027142857143,-0.08572999318952,1.1130959
2017-05-16,2.646950201972325,0.575,0.95,8.0,0.3400000000000001,0.3275254808025146,2.079441541679836,1,4,1000.0,6.907755278982137,5.0,5,0.3009225259,0.3004491039,0.567293,0.6214477619047619,-0.0653951402583581,1.2937820999999998
2017-05-19,-0.7777855019008539,0.75,1.375,9.0,0.68,0.1218638056242392,2.19722457733622,1,4,500.0,6.214608098422191,7.0,5,0.2783710784,0.2955923206272727,0.589788,0.6083044090909091,-0.074338502683029,1.2825242
2017-05-22,1.3609131421591634,0.14,1.25,15.0,0.0309999999999996,0.0383201893299384,2.70805020110221,0,1,1370.0,7.222566018822171,8.5,5,0.2710021160999999,0.2914779989363636,0.578248,0.6013489545454545,-0.1527861819790806,1.2188755
2017-05-22,2.0696533164181066,-0.07,0.25,7.0,-0.2199999999999999,-0.0806764956201534,1.9459101490553128,0,1,1500.0,7.313220387090301,8.5,5,0.2710021160999999,0.2914779989363636,0.578248,0.6013489545454545,-0.1527861819790806,1.2188755
2017-05-31,8.401503884755071,0.775,1.375,10.0,0.59,0.0767495632865069,2.302585092994046,1,4,750.0,6.620073206530356,9.0,5,0.2540447766,0.2735641764142857,0.540528,0.573153380952381,-0.2638125045966774,0.1541019999999999
2017-06-13,6.807043589198216,0.975,1.5,10.0,0.7400000000000001,0.5171504939173077,2.302585092994046,1,4,595.0,6.38856140554563,9.0,6,0.2132025005999999,0.2578908574666667,0.523162,0.5506468333333333,-0.1417143663367474,-0.3807496
2017-06-19,-1.742548289993411,-0.01,0.375,7.0,-0.025,0.0323000620197632,1.9459101490553128,0,1,1000.0,6.907755278982137,1.0,6,0.2258327775,0.2450141954545454,0.5148389999999999,0.5385883157894737,-0.1465436642132485,-0.3810419
