initialSpreadToSwap,coupon,maturityTerm,spreadToSwap,maturityTermLog,issuerType,paymentRank,issueSize,issueSizeLog,rating,zSpread,zSpreadTrailing,MOVE,MOVETrailing,retsTrailing
0.7,1.0,7.0,0.613,1.9459101490553128,0,2,500.0,6.214608098422191,4.0,0.3872624779,0.414642166295,0.509512,0.5707961578947368,0.0388146999999996
0.04,0.01,5.0,0.3249999999999999,1.6094379124341005,0,1,500.0,6.214608098422191,1.0,0.2314640461,0.2459663507681818,0.6596,0.6621380952380953,0.1082759999999993
0.0,0.125,8.0,-0.127,2.079441541679836,0,1,750.0,6.620073206530356,1.0,0.398172231,0.3644926977947368,0.574009,0.5055270000000001,-1.2503098000000006
0.28,3.625,5.0,0.2090000000000005,1.6094379124341005,0,1,1000.0,6.907755278982137,4.0,0.3903646884,0.3676151108,1.3333000000000002,1.154104761904762,0.0126171999999996
0.75,1.0,8.0,0.415,2.079441541679836,1,4,750.0,6.620073206530356,3.0,0.1335333776,0.139015612847619,0.48097,0.4949132380952381,-0.0418721
1.3,3.625,4.0,0.9034999999999996,1.3862943611198906,1,4,500.0,6.214608098422191,5.0,0.3399819549,0.2988134449380952,1.1999,1.399425,0.9711877999999996
1.0,0.8,12.0,0.6220000000000001,2.4849066497880004,1,4,750.0,6.620073206530356,6.0,0.2874190115,0.2890425388681818,0.5854630000000001,0.6283939000000001,0.5218616999999994
1.55,1.35,20.0,1.262,2.995732273553991,1,4,1250.0,7.1308988302963465,6.0,0.3370811561,0.3516006625521739,0.852653,0.8442074285714286,-0.1660414000000004
0.1,0.01,7.0,0.3565,1.9459101490553128,0,1,1000.0,6.907755278982137,1.0,0.4218766753,0.4272875294681819,0.4486,0.4508471363636364,0.5757612999999995
0.36,0.125,7.0,0.2529,1.9459101490553128,0,1,1250.0,7.1308988302963465,1.0,0.7691494532,0.7068082047350001,0.7229000000000001,0.7765190476190476,-0.4569246000000002
1.1,1.0,5.0,0.688,1.6094379124341005,0,4,900.0,6.802394763324311,2.0,0.3077746043,0.3277475290333333,0.479734,0.4971352857142856,1.3294755999999996
0.725,0.75,5.5,0.4415825172173377,1.7047480922384253,0,3,1000.0,6.907755278982137,5.0,0.2460752018999999,0.2402779256045454,0.8522,0.8095666666666665,0.1044436999999994
1.75,4.0,4.0,1.497,1.3862943611198906,0,4,750.0,6.620073206530356,5.0,0.2396709173,0.2316030489227273,1.2534999999999998,1.2620714285714287,-0.0438954000000003
0.625,1.5,12.0,0.4199999999999999,2.4849066497880004,1,4,800.0,6.684611727667927,2.0,0.2045842943,0.2156816388227272,0.483122,0.5107571500000001,0.8125572999999999
-0.03,0.75,10.0,-0.1449999999999999,2.302585092994046,0,1,1000.0,6.907755278982137,8.0,0.2144947035,0.2066745482434782,0.5449269999999999,0.5174379047619047,-0.3201604000000001
0.1,0.125,5.25,-0.0062953604349142,1.6582280766035324,0,1,2000.0,7.600902459542082,1.0,0.239195202,0.2262572558523809,0.7659,0.7717,0.2754058999999994
0.95,0.125,7.0,0.57,1.9459101490553128,0,3,1000.0,6.907755278982137,5.0,0.3418400561,0.3406255593909091,0.886712,0.7846804090909092,-0.6819358000000004
1.575,3.1,6.0,1.179,1.791759469228055,1,4,600.0,6.396929655216146,2.0,0.2814743155,0.2543221826318182,1.0529000000000002,1.099157142857143,0.3940418999999994
1.5,4.0,10.0,1.229,2.302585092994046,0,2,1500.0,7.313220387090301,6.0,0.2958560243,0.3015961431,1.3218,1.3782238095238095,1.1658136999999995
1.45,3.625,10.0,1.1909999999999998,2.302585092994046,0,2,750.0,6.620073206530356,4.0,0.1994037587,0.2158276195318182,1.3354,1.2333190476190476,-0.4344178000000004
0.11,0.01,10.0,0.225,2.302585092994046,0,1,1250.0,7.1308988302963465,1.0,0.2833945286,0.2803168250611111,0.4514,0.459725,0.0312763999999994
0.03,0.01,7.0,0.165,1.9459101490553128,0,1,500.0,6.214608098422191,1.0,0.2459117915999999,0.250678405947619,0.5326,0.6031954545454545,0.2451648999999994
0.6,0.75,10.0,0.3358,2.302585092994046,1,4,500.0,6.214608098422191,8.0,0.2467045729,0.2368282856363636,0.8562000000000001,0.798647619047619,-0.0358724000000005
0.07,0.01,5.0,0.215,1.6094379124341005,0,1,250.0,5.521460917862246,1.0,0.2868372451,0.2698349308045454,0.6981999999999999,0.6917523809523809,0.4254565999999996
1.8,4.029,10.0,1.621,2.302585092994046,0,4,500.0,6.214608098422191,5.0,0.1908517913,0.2139355813863636,1.3014,1.2245333333333333,0.1202041999999995
0.08,2.0,12.0,0.0540000000000002,2.4849066497880004,0,1,500.0,6.214608098422191,1.0,0.1856153675,0.1724458922818181,1.2522,1.256885,-0.4089331000000005
0.04,0.01,9.0,0.285,2.19722457733622,0,1,1000.0,6.907755278982137,1.0,0.2872822489,0.2787847130210526,0.4309,0.4587105263157895,-0.0563221000000005
0.45,3.875,1.5,-0.044,0.4054651081081644,1,4,500.0,6.214608098422191,2.0,0.393282082,0.3698989014409091,1.2976,1.165595238095238,0.0595297999999996
0.32,3.0,5.0,0.3260000000000005,1.6094379124341005,0,1,500.0,6.214608098422191,1.0,0.4171244089,0.3938640325954545,1.1355,1.178295,0.5546076999999996
0.26,2.625,10.0,0.205,2.302585092994046,0,1,500.0,6.214608098422191,8.0,0.2099459544999999,0.2121419404136363,1.2769,1.2269136363636364,0.1338590999999995
1.0,1.0,7.0,0.648,1.9459101490553128,1,4,500.0,6.214608098422191,5.0,0.2512762342,0.2400018648285714,0.8514,0.8074349999999999,-0.0091240000000006
2.85,2.375,10.0,2.52,2.302585092994046,1,4,750.0,6.620073206530356,2.0,0.7179391771,0.71011195499,0.6126,0.6234272727272727,-0.4273070000000004
1.175,0.5,5.0,0.7849999999999998,1.6094379124341005,0,2,500.0,6.214608098422191,6.0,0.6853536124,0.7117320390631579,0.4965,0.6541095238095238,-0.0395719000000004
1.7,1.125,7.0,1.37,1.9459101490553128,0,3,1000.0,6.907755278982137,6.0,0.5282432035,0.5887254598434782,0.5816,0.5703545454545454,2.1243031999999995
0.8,0.375,7.0,0.57,1.9459101490553128,0,3,500.0,6.214608098422191,5.0,0.2520872304,0.2466886887217391,0.6173,0.4975095238095238,0.6772616999999993
0.85,0.797,10.25,0.6672031808778369,2.327277705584417,0,4,750.0,6.620073206530356,5.0,0.2985871938,0.2969150855764706,0.6279,0.5840619047619048,0.3484013999999996
2.25,1.75,7.0,1.8035000000000003,1.9459101490553128,1,4,600.0,6.396929655216146,8.0,0.2431236261999999,0.2289208190869565,0.6461,0.6720666666666666,-0.4473404000000005
0.19,3.125,4.3,0.0652987562533766,1.4586150226995167,0,1,1750.0,7.467371066917559,1.0,0.3776581744,0.36428187755,1.0963,1.0710619047619048,0.4496847999999996
0.95,0.375,7.5,0.5548492723895768,2.0149030205422647,1,4,1000.0,6.907755278982137,2.0,0.3126396686,0.3084218182227273,0.801374,0.8170908181818182,0.3228028999999996
1.0,0.75,7.0,0.785,1.9459101490553128,0,3,1500.0,7.313220387090301,2.0,0.3005709195,0.2972062834277778,0.4967,0.5628000000000001,0.0884842999999996
0.13,1.5,5.3,0.0607020242371962,1.667706820558076,0,1,1000.0,6.907755278982137,1.0,0.2334828627,0.1818290911954545,1.1795,1.2505809523809523,-0.6143851000000006
0.675,0.0,3.0,0.405,1.0986122886681098,1,4,500.0,6.214608098422191,3.0,0.2844035298,0.3070722276090909,0.4978,0.5519333333333334,0.0664343999999994
1.6,1.125,8.0,1.5185,2.079441541679836,1,4,500.0,6.214608098422191,3.0,0.3438599744,0.3457531222363637,0.869435,0.8121443181818182,-0.3465058000000004
1.075,0.375,7.0,0.7350999999999999,1.9459101490553128,0,3,750.0,6.620073206530356,5.0,0.3684548135,0.4037092053181819,0.5698,0.4229136363636364,0.2945928999999994
1.075,0.5,6.0,0.765,1.791759469228055,0,2,500.0,6.214608098422191,7.0,0.2685234249,0.2471963488909091,0.5954,0.6146636363636364,0.1792531999999994
0.775,1.125,7.0,0.4559999999999999,1.9459101490553128,0,2,1000.0,6.907755278982137,4.0,0.2531731701,0.2505275133590909,0.9274,0.8654,-0.3423305000000005
0.5,0.25,5.0,0.2894,1.6094379124341005,0,2,1000.0,6.907755278982137,4.0,0.2148992028,0.2196782461571428,0.6896,0.634135,-0.1377086000000005
0.35,3.5,5.5,0.4505725284650785,1.7047480922384253,0,1,500.0,6.214608098422191,1.0,0.2774735093,0.2537081874318181,1.5812,1.3088333333333335,0.1209216999999996
1.6,0.875,4.0,1.26,1.3862943611198906,0,4,200.0,5.298317366548036,8.0,0.2685234249,0.2471963488909091,0.5954,0.6146636363636364,0.1792531999999994
1.025,1.0,7.0,0.529,1.9459101490553128,1,4,700.0,6.551080335043404,3.0,0.1237693672,0.1792849608954545,0.499351,0.53293645,0.2181836999999999
1.35,2.125,2.0,1.142,0.6931471805599453,0,4,1000.0,6.907755278982137,6.0,0.2716338542,0.1991089409956521,1.111,1.2347772727272728,-0.7733680000000006
0.6,1.125,7.0,0.496,1.9459101490553128,0,3,1350.0,7.2078598714324755,2.0,0.1787715761999999,0.1733131287105263,0.476086,0.47830525,0.5729837
2.3,4.75,3.0,1.867,1.0986122886681098,0,2,1000.0,6.907755278982137,6.0,0.409001947,0.3945222027869565,1.2227,1.1862894736842104,0.6104767999999996
0.625,0.375,6.33,0.3293831762628952,1.8453002361560848,0,3,500.0,6.214608098422191,5.0,0.2132262842,0.2217833411285714,0.7077,0.60704,-0.1163700000000006
1.375,1.125,4.5,1.0603548967285377,1.5040773967762742,1,4,750.0,6.620073206530356,3.0,0.4144422098999999,0.406057401590909,0.474392,0.5258554285714285,0.2958877999999996
0.6,0.01,7.0,0.305,1.9459101490553128,0,2,500.0,6.214608098422191,4.0,0.2299718392999999,0.2636958681304348,0.4627,0.4568142857142857,0.2489905999999994
3.0,5.375,5.0,2.68,1.6094379124341005,0,3,500.0,6.214608098422191,8.0,0.3081922736,0.2966477801142857,1.3213,1.34772,1.0670084999999996
0.08,1.375,3.25,0.042583062126148,1.1786549963416462,0,1,500.0,6.214608098422191,9.0,0.278926782,0.2811810981863636,1.237,1.358790476190476,-0.6239070000000004
0.07,0.375,5.0,0.004,1.6094379124341005,0,1,750.0,6.620073206530356,1.0,0.3733312614999999,0.3470676041863636,0.5184960000000001,0.5068129499999999,-1.6128635000000002
2.4,1.625,9.0,1.85,2.19722457733622,1,4,600.0,6.396929655216146,7.0,0.4383930114,0.4261119465136364,0.5068,0.4597233333333333,0.1302166999999994
0.7,0.375,5.0,0.34,1.6094379124341005,0,2,500.0,6.214608098422191,6.0,0.3675822323,0.3798107605045455,0.478937,0.5029072380952381,0.1568264999999996
0.14,1.25,15.0,0.0309999999999996,2.70805020110221,0,1,1370.0,7.222566018822171,8.0,0.2710021160999999,0.2914779989363636,0.578248,0.6013489545454545,1.2188755
1.8,4.625,9.5,1.4532431307333094,2.251291798606496,1,4,1250.0,7.1308988302963465,5.0,0.345759479,0.25977423785,1.5695,1.5088714285714286,-0.1431089000000003
2.2,4.8,6.0,1.871,1.791759469228055,0,2,1000.0,6.907755278982137,8.0,0.3801894390999999,0.3813659227681818,1.1667,1.2069894736842106,0.2038145999999996
0.12,0.01,7.0,0.345,1.9459101490553128,0,1,1000.0,6.907755278982137,1.0,0.4231998817,0.4268946024571429,0.4421,0.46345,0.0092130999999994
0.13,0.125,9.0,-0.0229999999999999,2.19722457733622,0,1,500.0,6.214608098422191,1.0,0.2171629489,0.2347473461590908,0.8159000000000001,0.716845,-0.7812332000000006
0.1,0.125,12.0,-0.037,2.4849066497880004,0,1,500.0,6.214608098422191,8.0,0.2666750944,0.2485914389043478,0.6937000000000001,0.5827761904761906,0.2502534999999993
1.225,2.625,5.0,1.0460000000000005,1.6094379124341005,1,4,500.0,6.214608098422191,2.0,0.2734813066,0.2284841552863636,1.0712000000000002,1.1641285714285714,0.0465828999999994
0.325,0.082,4.0,0.267,1.3862943611198906,1,4,650.0,6.476972362889683,6.0,0.2243593492,0.2299319331045454,0.7914,0.7877799999999999,-0.9162841000000008
0.2,3.0,3.5,0.1068588244118164,1.252762968495368,0,1,1000.0,6.907755278982137,1.0,0.3828518087999999,0.3844155005782609,1.1517,1.1930200000000002,0.3371194999999996
0.25,3.879,3.0,0.1800000000000001,1.0986122886681098,0,1,3500.0,8.160518247477505,1.0,0.3785379572,0.3612134262090909,1.2252,1.123261904761905,0.2403709999999997
0.07,0.01,7.0,0.375,1.9459101490553128,0,1,500.0,6.214608098422191,1.0,0.2770684281,0.2826959424368421,0.5012,0.4634,0.4657868999999993
1.4,3.729,9.0,1.508,2.19722457733622,1,4,750.0,6.620073206530356,2.0,0.2225586034,0.2300776232521739,1.3385,1.2133454545454547,0.1308744999999995
1.175,0.75,8.0,0.845,2.079441541679836,1,4,1250.0,7.1308988302963465,3.0,0.238738909,0.2525559619086956,0.7081000000000001,0.6540761904761905,0.0815333999999993
0.7,0.5,12.0,0.246,2.4849066497880004,1,4,600.0,6.396929655216146,5.0,0.2904157190999999,0.2559312558045454,0.5413,0.6005045454545455,-0.1012758000000006
0.725,0.0,4.7,0.4783279353279338,1.547562508716013,1,4,700.0,6.551080335043404,2.0,0.3173066115,0.3509996064956521,0.8160160000000001,0.8462862857142858,0.1807155999999996
0.95,0.375,10.0,0.43,2.302585092994046,1,4,500.0,6.214608098422191,10.0,0.5886838248,0.6651087585130435,0.5535,0.5513090909090909,1.8075141
1.2,0.625,10.5,0.8331701493103374,2.3513752571634776,1,4,1000.0,6.907755278982137,8.0,0.2825867725,0.28555849,0.4464,0.465575,0.2081356999999993
-0.12,0.0,7.0,0.2777,1.9459101490553128,0,4,500.0,6.214608098422191,1.0,0.3036466173,0.332990898973913,0.847607,0.8393011428571429,0.9812322999999996
0.65,3.375,4.0,0.3420000000000001,1.3862943611198906,1,4,1000.0,6.907755278982137,5.0,0.3537922091,0.3874639799826087,1.007,1.1563,0.3978413999999997
0.75,1.0,6.0,0.475,1.791759469228055,1,4,1000.0,6.907755278982137,4.0,0.3720593169,0.3733354238818182,0.590075,0.561519619047619,0.5653342999999997
1.375,4.25,10.0,1.0610000000000004,2.302585092994046,1,4,500.0,6.214608098422191,5.0,0.393282082,0.3698989014409091,1.2976,1.165595238095238,0.0595297999999996
1.25,2.5,3.0,0.907,1.0986122886681098,1,4,1250.0,7.1308988302963465,2.0,0.2250420945,0.2410867733217391,1.1683,1.2081772727272728,0.6024373999999995
1.8,1.25,8.0,1.275,2.079441541679836,1,4,700.0,6.551080335043404,3.0,0.7020392149,0.6634087461857143,0.6628000000000001,1.1003333333333334,-1.3911811000000005
0.65,0.0,5.0,0.335,1.6094379124341005,1,4,300.0,5.703782474656201,4.0,0.2404471322,0.2500778963565217,0.6043,0.4793904761904762,0.6629051999999994
0.75,0.375,8.0,0.42,2.079441541679836,1,4,600.0,6.396929655216146,8.0,0.2701714445,0.2992535102363636,0.5292,0.5342952380952382,0.0908805999999994
0.5,0.399,7.0,0.444,1.9459101490553128,1,4,850.0,6.745236349484363,6.0,0.2243593492,0.2299319331045454,0.7914,0.7877799999999999,-0.9162841000000008
1.075,0.625,12.0,0.73,2.4849066497880004,1,4,650.0,6.476972362889683,3.0,0.2634299711,0.2830085821222222,0.4777,0.4614105263157895,0.5277490999999993
0.2,0.5,7.0,0.1120999999999999,1.9459101490553128,0,1,500.0,6.214608098422191,1.0,0.391932241,0.4135607412809523,0.498021,0.5671573999999999,0.0379456999999996
1.9,1.375,12.0,1.43,2.4849066497880004,1,4,1000.0,6.907755278982137,8.0,0.718645244,0.7090179742428572,0.5653,0.6040045454545454,0.1451238999999995
0.01,0.01,8.0,-0.007,2.079441541679836,0,1,500.0,6.214608098422191,1.0,0.294679828,0.3194594182434783,0.629002,0.7068701428571428,0.8376348999999995
1.85,1.25,6.0,1.445,1.791759469228055,0,2,1250.0,7.1308988302963465,3.0,0.5202239064999999,0.6367539723545454,0.6277,0.5702380952380953,2.8255948
0.9,0.375,10.0,0.59,2.302585092994046,1,4,500.0,6.214608098422191,2.0,0.4124699072,0.4264016574499999,0.3845,0.4566523809523809,0.1090036999999994
0.05,2.125,3.0,-0.1320000000000001,1.0986122886681098,0,1,1250.0,7.1308988302963465,1.0,0.2162538459,0.2166097081428571,1.2072,1.2270818181818182,-0.4984821000000003
1.1,2.179,4.1,0.8410100020247022,1.410986973710262,1,4,650.0,6.476972362889683,3.0,0.2716338542,0.1991089409956521,1.111,1.2347772727272728,-0.7733680000000006
1.05,0.75,10.0,0.677,2.302585092994046,1,4,500.0,6.214608098422191,3.0,0.2432017626,0.2380211827590909,0.6435,0.6291454545454546,-0.0504094000000006
1.3,0.625,8.0,0.89,2.079441541679836,1,4,500.0,6.214608098422191,2.0,0.3187339605,0.3229637484869565,0.830673,0.8245951428571429,0.6489663999999996
0.17,2.875,5.0,0.0584999999999999,1.6094379124341005,0,1,1000.0,6.907755278982137,8.0,0.3251235804,0.2941762661045454,1.1169,1.4307045454545455,1.0808185999999995
3.25,5.75,5.0,3.032,1.6094379124341005,0,3,500.0,6.214608098422191,7.0,0.3748760184999999,0.3932913697,1.1261,1.183284210526316,0.6877968999999997
0.6,0.125,6.5,0.2788680134921881,1.871802176901592,1,4,650.0,6.476972362889683,5.0,0.3022671735,0.293833374340909,0.5372,0.5718863636363637,0.0494748999999993
0.1,0.01,7.0,0.3649999999999999,1.9459101490553128,0,1,1500.0,7.313220387090301,1.0,0.4010762638,0.4152801139272727,0.3921,0.4186714285714285,0.0107609999999994
0.825,0.375,4.0,0.363,1.3862943611198906,1,4,500.0,6.214608098422191,8.0,0.2443898816999999,0.2225804326681818,0.7469,0.773447619047619,0.3991699999999994
2.25,2.375,8.5,1.9432891013916405,2.1400661634962708,1,4,1000.0,6.907755278982137,3.0,0.3799589869999999,0.4002136382045455,0.46054,0.4596571,0.4812673999999995
0.72,0.375,8.0,0.59,2.079441541679836,0,3,500.0,6.214608098422191,5.0,0.3096395553,0.3295190582608695,0.796633,0.8360495714285714,0.8689663999999996
0.7,1.0,3.0,0.505,1.0986122886681098,0,2,1650.0,7.408530566894626,4.0,0.2049388452999999,0.2173461040142857,1.0508,1.066995,-0.3235227000000005
0.65,0.1,7.11,0.4295250099065402,1.9615022438151493,1,4,600.0,6.396929655216146,3.0,0.2634299711,0.2830085821222222,0.4777,0.4614105263157895,0.5277490999999993
1.0,1.875,5.0,0.5700000000000001,1.6094379124341005,1,4,750.0,6.620073206530356,3.0,0.2175938859,0.1759453377173913,1.1461,1.251395238095238,-0.4231848000000005
1.35,0.625,5.0,1.01,1.6094379124341005,0,2,500.0,6.214608098422191,6.0,0.4239641644999999,0.4261024900363637,0.4882,0.4628695238095238,0.2730628999999994
1.1,1.5,4.0,0.7430000000000001,1.3862943611198906,0,4,750.0,6.620073206530356,5.0,0.2147226775,0.2100701193190476,1.0194,1.070755,0.1475988999999994
0.95,0.125,4.0,0.5155,1.3862943611198906,1,4,1000.0,6.907755278982137,3.0,0.238738909,0.2525559619086956,0.7081000000000001,0.6540761904761905,0.0815333999999993
0.9,0.625,12.0,0.4659999999999999,2.4849066497880004,1,4,800.0,6.684611727667927,2.0,0.2407171205,0.2509185686363636,0.5173,0.5801380952380952,0.3808051999999994
0.32,3.125,5.0,0.2560000000000002,1.6094379124341005,0,1,300.0,5.703782474656201,9.0,0.3746566466,0.3917290552391304,1.1476,1.180321052631579,0.6431226999999997
2.5,1.75,7.0,1.905,1.9459101490553128,1,4,500.0,6.214608098422191,2.0,0.5202239064999999,0.6367539723545454,0.6277,0.5702380952380953,2.8255948
0.0,3.375,5.0,-0.0139999999999997,1.6094379124341005,0,1,750.0,6.620073206530356,8.0,0.3418217534,0.3615317602380952,1.2003,1.0840850000000002,0.2188753999999996
0.75,0.125,7.0,0.57,1.9459101490553128,0,4,750.0,6.620073206530356,5.0,0.3418400561,0.3406255593909091,0.886712,0.7846804090909092,-0.6819358000000004
