initialSpreadToSwap,coupon,maturityTerm,spreadToSwap,spreadDiscount,maturityTermLog,issuerType,paymentRank,issueSize,issueSizeLog,rating,month,zSpread,zSpreadTrailing,MOVE,MOVETrailing,MOVERetsTrailing,iboxxRetsTrailing
0.3,0.01,5.0,0.415,0.1841404836830622,1.6094379124341005,0,1,500.0,6.214608098422191,8.0,3,0.3350951071,0.2975561888521739,1.0297,0.7645571428571429,1.0730823434668817,-0.9465218000000004
1.1,0.75,9.0,0.9355,0.4500481272081426,2.19722457733622,1,4,750.0,6.620073206530356,8.0,5,0.7179391771,0.71011195499,0.6126,0.6234272727272727,-0.3245865490628445,-0.4273070000000004
0.625,1.875,6.0,0.3820000000000001,-0.2382466742527654,1.791759469228055,1,4,500.0,6.214608098422191,8.5,5,0.2716338542,0.1991089409956521,1.111,1.2347772727272728,-0.0943180891823592,-0.7733680000000006
1.35,1.75,6.5,1.1881536230711185,0.1595623870177458,1.871802176901592,1,4,750.0,6.620073206530356,8.0,10,0.3763800753999999,0.3668391301772727,0.6179290000000001,0.5382378571428572,0.3201157049864662,-1.3713852000000002
2.7,5.125,7.0,2.343,0.8845697354192421,1.9459101490553128,0,3,750.0,6.620073206530356,10.0,1,0.399914028,0.3821723621260869,1.1952,1.2064,-0.0777777777777777,0.3267740999999997
0.45,0.125,4.5,0.1261505944879128,0.1711103216931771,1.5040773967762742,1,4,600.0,6.396929655216146,7.0,4,0.3701302741,0.3814956620043478,0.492196,0.4999398636363636,0.0573786163738192,0.1254713999999995
2.85,2.5,4.0,2.815,-0.2105724914082753,1.3862943611198906,1,4,500.0,6.214608098422191,9.0,5,0.6987722707999999,0.7095719700285714,0.5756,0.6151136363636364,-0.3136997734589245,-0.3975730000000004
0.25,0.375,5.5,0.006691212765987,-0.1795905359937605,1.7047480922384253,1,4,1250.0,7.1308988302963465,5.0,1,0.2099365103,0.138538483773,0.49172,0.4799036,0.029950504900287,0.0404077999999999
1.075,3.75,5.0,0.8340000000000001,0.0891903133494021,1.6094379124341005,0,2,750.0,6.620073206530356,8.5,10,0.3336990145,0.261601653547619,1.5402,1.52672,0.2672371235807143,0.0578787999999996
0.32,3.625,5.5,0.2515638747084332,0.1514376861422906,1.7047480922384253,0,1,300.0,5.703782474656201,1.0,3,0.3903646884,0.3676151108,1.3333000000000002,1.154104761904762,0.162525067573459,0.0126171999999996
0.65,0.25,8.0,0.345,-0.0357694708302022,2.079441541679836,1,4,500.0,6.214608098422191,7.0,2,0.2701149461,0.2888912999,0.6406999999999999,0.5943545454545455,0.0985939643347049,0.3408874999999996
0.45,0.0,2.0,0.3754999999999999,0.3564764477254525,0.6931471805599453,1,4,500.0,6.214608098422191,9.0,11,0.2431236261999999,0.2289208190869565,0.6461,0.6720666666666666,0.1554005722460658,-0.4473404000000005
0.07,0.01,7.0,0.375,0.0045775883622815,1.9459101490553128,0,1,500.0,6.214608098422191,1.0,1,0.2770684281,0.2826959424368421,0.5012,0.4634,0.2643794147325933,0.4657868999999993
1.7,4.3,6.0,1.3949999999999994,0.3779725808915565,1.791759469228055,1,4,750.0,6.620073206530356,9.0,2,0.3326029628,0.3668238792090909,1.0315,1.0894095238095238,-0.0794288264167781,0.5883317999999996
0.5,0.375,6.0,0.205,-0.0073989477266726,1.791759469228055,0,2,1000.0,6.907755278982137,8.5,1,0.2387170232,0.2226870244952381,0.7812,0.77423,-0.1266629401900503,0.3773578999999994
0.975,0.75,10.0,0.5731999999999999,0.207033176989566,2.302585092994046,1,4,500.0,6.214608098422191,8.5,11,0.2273954301,0.23432533,0.8158,0.7267047619047619,0.345982511136776,-0.7633907000000005
1.25,0.5,8.0,0.855,0.7193078695254614,2.079441541679836,1,4,750.0,6.620073206530356,8.0,1,0.2939890589,0.2852814156388888,0.4959,0.4669631578947369,0.1368638239339754,-0.1086104000000005
1.0,1.125,10.0,0.74,0.2684942467163063,2.302585092994046,0,3,1250.0,7.1308988302963465,8.5,1,0.2443898816999999,0.2225804326681818,0.7469,0.773447619047619,-0.1017438364401684,0.3991699999999994
0.09,0.01,10.0,-0.0089999999999999,0.0245608644216477,2.302585092994046,0,1,1000.0,6.907755278982137,1.0,3,0.2624951137,0.2482402772913043,0.5770000000000001,0.5522,0.2782454585733274,0.5749203999999994
0.4,0.25,5.0,0.151,0.2977745013881887,1.6094379124341005,0,1,500.0,6.214608098422191,3.0,3,0.3709566822,0.3973505390619047,0.4494769999999999,0.4586012631578947,-0.0976477413940902,0.6674203999999996
2.35,1.75,7.0,1.835,0.7215594729896275,1.9459101490553128,1,4,500.0,6.214608098422191,9.0,3,0.7234362899,0.5216141851956522,0.8714,1.1678045454545456,0.3428879642471876,-2.7596488000000003
2.2,1.375,6.0,1.59,0.8943086327854405,1.791759469228055,1,4,1000.0,6.907755278982137,6.0,4,0.6873034988000001,0.7166463022842106,0.627,0.725845,-0.5469653179190752,-0.1391984000000004
0.02,1.5,3.75,-0.1222632025580892,-0.0504072782525591,1.3217558399823195,0,1,300.0,5.703782474656201,8.5,8,0.2250420945,0.2410867733217391,1.1683,1.2081772727272728,-0.2518570696721312,0.6024373999999995
0.15,1.75,7.75,0.0405824607925038,0.0888751136371301,2.0476928433652555,0,1,750.0,6.620073206530356,1.0,5,0.2632853342,0.2263414337952381,0.9848,1.1794045454545454,-0.1770015042620758,0.0790685999999994
0.6,1.625,4.5,0.1591584191810251,0.0557560809884617,1.5040773967762742,1,4,1250.0,7.1308988302963465,7.0,5,0.1706293381,0.1731275864590909,1.3517,1.246075,0.4729214340198322,-0.3395954000000005
1.025,3.875,6.0,0.5679999999999996,0.1368700714764898,1.791759469228055,1,4,500.0,6.214608098422191,7.0,3,0.393282082,0.3698989014409091,1.2976,1.165595238095238,0.1507626818020573,0.0595297999999996
0.02,2.875,3.25,-0.1194413146515751,0.0293918993740231,1.1786549963416462,0,1,1000.0,6.907755278982137,1.0,1,0.3596273030999999,0.3931436650727272,1.1469,1.1844888888888887,-0.1251716247139588,0.5624456999999996
0.14,2.5,10.0,0.0659999999999998,-0.0129617648308252,2.302585092994046,0,1,1000.0,6.907755278982137,1.0,9,0.1994037587,0.2158276195318182,1.3354,1.2333190476190476,0.0410852108832928,-0.4344178000000004
0.45,0.0,3.0,0.395,-0.0115037266789988,1.0986122886681098,1,4,650.0,6.476972362889683,4.0,5,0.3010409377,0.2960138207818182,0.5282,0.5681772727272727,-0.1208388814913448,0.0259259999999993
0.775,0.0,4.8,0.4226884448996237,0.1854458274159836,1.5686159179138452,1,4,300.0,5.703782474656201,8.5,1,0.2722631791,0.2788724784263158,0.4253,0.4588210526315789,-0.0309865573023467,0.1746713999999994
2.9,2.519,8.0,2.624000000000001,0.9989159934156036,2.079441541679836,1,4,1000.0,6.907755278982137,7.0,4,0.7004517301,0.6000513265272728,0.8312999999999999,1.146431818181818,0.2217813051146382,-1.8574893
0.65,0.0,6.0,0.265,0.4712127949405889,1.791759469228055,1,4,500.0,6.214608098422191,9.0,9,0.2685234249,0.2471963488909091,0.5954,0.6146636363636364,-0.1409609003029865,0.1792531999999994
2.0,1.0,5.0,1.2385,0.34617759803509,1.6094379124341005,1,4,595.0,6.38856140554563,7.0,4,0.7411983827999999,0.708552249965,0.6725,0.7556428571428571,-0.4739518147684606,-0.2672495000000003
0.05,0.125,6.0,-0.06,0.035291349276305,1.791759469228055,0,1,500.0,6.214608098422191,2.0,1,0.2437103545,0.2270505785181818,0.8462999999999999,0.78182,0.0693707354056103,0.2501644999999994
0.95,2.125,7.0,0.6779999999999999,0.0893305053646715,1.9459101490553128,0,4,1250.0,7.1308988302963465,8.5,4,0.1366278602,0.1848840377333333,1.2231999999999998,1.164505,-0.0720679714762555,0.4508220999999994
1.3,1.125,15.0,0.898,0.7400640521242684,2.70805020110221,1,4,500.0,6.214608098422191,8.0,10,0.3126396686,0.3084218182227273,0.801374,0.8170908181818182,-0.1082607070050653,0.3228028999999996
0.08,0.25,7.0,-0.0349999999999999,-0.1425458929688177,1.9459101490553128,0,1,1500.0,7.313220387090301,1.0,3,0.4038501493999999,0.4095408983090909,0.4582529999999999,0.4689295,-0.1544242741843223,0.2489112999999995
1.5,4.25,6.0,1.3610000000000002,0.4704482067830725,1.791759469228055,0,3,750.0,6.620073206530356,7.0,1,0.4271519518,0.3587488232478261,1.2997,1.233225,-0.0167196247541232,0.2452698999999997
0.825,0.75,7.0,0.74,0.3450302049398933,1.9459101490553128,0,2,250.0,5.521460917862246,6.0,6,0.3543526928,0.3869844763181818,0.649288,0.6340568571428571,0.3512110762648197,0.1865005999999995
1.05,0.75,12.0,0.7019999999999998,0.6665631951459283,2.4849066497880004,1,4,750.0,6.620073206530356,9.0,8,0.2492320343,0.2413362687999999,0.6303,0.6233863636363636,0.0366776315789474,-0.1356039000000006
0.13,0.875,10.0,0.1089999999999999,-0.0580912424235855,2.302585092994046,0,1,750.0,6.620073206530356,1.0,1,0.3926175157,0.4180788198789474,0.546405,0.5987485789473684,0.0144178197271271,-0.0705228000000003
