date,isin,NIP,ipt,guidance,initialSpreadToSwap,coupon,maturityTerm,spreadToSwap,spreadDiscount,maturityTermLog,issuerType,paymentRank,issueSize,issueSizeLog,rating
2019-04-03,DE000A2E4CQ2,-3.311531071614088,,45.0,0.45,0.375,5.0,0.331,-0.2652614020613666,1.6094379124341003,Financials,Sr Preferred,500.0,6.214608098422191,A-
2019-04-04,FR0013414091,46.62325626902152,170.0,,1.7,1.625,7.0,1.393,0.3657321642237553,1.9459101490553132,Financials,Sr Non Preferred,500.0,6.214608098422191,A-
2019-04-05,XS1974922442,9.067420925700109,140.0,120.0,1.4,1.25,6.0,1.111,0.4550959212318782,1.791759469228055,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB
2019-04-08,XS1982037696,4.9162414929739695,57.5,45.0,0.575,0.5,7.0,0.261,0.33078071575376067,1.9459101490553132,Financials,Sr Preferred,750.0,6.620073206530356,A
2019-04-08,XS1982107903,0.3079878008567769,45.0,25.0,0.45,0.125,4.5,0.12615059448791288,0.17111032169317716,1.5040773967762742,Corporate,Sr Unsecured,600.0,6.396929655216146,A-
2019-04-09,DE000A2NB841,3.0443376556969897,,8.0,0.08,0.875,15.0,0.013000000000000012,0.004566038109721821,2.70805020110221,Financials,Secured,500.0,6.214608098422191,AAA
2019-04-09,XS1981054221,14.210848430303017,95.0,75.0,0.95,1.125,10.0,0.608,0.33036109087906285,2.302585092994046,Corporate,Sr Unsecured,500.0,6.214608098422191,BBB+
2019-04-09,XS1982725159,12.765169353745454,70.0,55.0,0.7,0.375,5.0,0.34,0.1608046783987219,1.6094379124341003,Financials,Sr Preferred,500.0,6.214608098422191,A
2019-04-15,FR0013415692,5.789305199103136,100.0,,1.0,1.375,10.0,0.81,0.030796691816612074,2.302585092994046,Financials,Sr Non Preferred,750.0,6.620073206530356,BBB
2019-04-16,XS1985806600,6.06492536838707,60.0,40.0,0.6,0.375,5.0,0.309,0.09282874847502925,1.6094379124341003,Financials,Sr Unsecured,1500.0,7.313220387090301,A
2019-04-17,XS1987097430,1.357942107590712,67.5,50.0,0.675,0.5,5.0,0.425,0.18415471855942742,1.6094379124341003,Financials,Sr Unsecured,1000.0,6.907755278982137,A-
2019-04-17,XS1987142673,7.732942107590711,60.0,45.0,0.6,0.5,5.0,0.425,0.1091547185594274,1.6094379124341003,Financials,Sr Unsecured,1000.0,6.907755278982137,A+
2019-04-24,XS1989375412,10.34675617258326,50.0,35.0,0.5,0.25,5.0,0.23299999999999998,4.6035950906802e-05,1.6094379124341003,Financials,Sr Unsecured,500.0,6.214608098422191,A
2019-04-29,XS1991125896,3.2465096217474003,60.0,45.0,0.6,0.375,5.0,0.33799999999999997,0.12289987109497132,1.6094379124341003,Financials,Sr Unsecured,1000.0,6.907755278982137,BBB+
2019-04-30,XS1991186500,1.7209516650382124,,22.0,0.22,0.125,5.0,0.09,0.044417475677495946,1.6094379124341003,Financials,Secured,500.0,6.214608098422191,NR
2019-04-30,XS1991397545,13.274235888302655,210.0,185.0,2.1,1.75,5.0,1.715,1.1832784207276759,1.6094379124341003,Financials,Sr Non Preferred,1000.0,6.907755278982137,BBB-
2019-05-07,XS1995620967,1.2219100583678897,,4.0,0.04,0.125,7.0,-0.06599999999999998,-0.21010112504715184,1.9459101490553132,Financials,Secured,1000.0,6.907755278982137,NR
2019-05-07,XS1995645287,1.737346498962164,,16.0,0.16,0.1,5.0,0.09190000000000001,0.03630294871831687,1.6094379124341003,Financials,Secured,1000.0,6.907755278982137,AAA
2019-05-07,AT0000A286W1,1.8629408431815035,,12.0,0.12,0.875,15.0,0.05600000000000005,0.07199495401640899,2.70805020110221,Financials,Secured,500.0,6.214608098422191,AAA
2019-05-09,XS1995795504,8.524361871388523,125.0,107.5,1.25,1.625,12.0,0.991,0.6888577418794682,2.4849066497880004,Corporate,Sr Unsecured,600.0,6.396929655216146,BBB+
2019-05-09,XS1995781546,9.095365782152127,100.0,80.0,1.0,1.0,8.0,0.7100000000000002,0.5163759915161121,2.0794415416798357,Corporate,Sr Unsecured,700.0,6.551080335043404,BBB+
2019-05-13,XS1998797663,0.6586650867066955,50.0,40.0,0.5,0.25,5.0,0.2559,0.0033513607727507513,1.6094379124341003,Financials,Sr Unsecured,750.0,6.620073206530356,AA-
2019-05-14,XS1999728394,1.8682753642423848,,8.0,0.08,0.25,8.0,-0.008000000000000007,-0.0339317848866946,2.0794415416798357,Financials,Secured,500.0,6.214608098422191,AAA
2019-05-16,XS2000538343,20.025007707880015,97.5,82.5,0.975,0.875,7.0,0.7170000000000001,-0.030739627787810093,1.9459101490553132,Financials,Sr Non Preferred,500.0,6.214608098422191,A-
2019-05-16,ES0465936054,-1.8048186964822377,,40.0,0.4,0.75,10.0,0.30500000000000005,0.2566236863273368,2.302585092994046,Financials,Secured,750.0,6.620073206530356,AA
2019-05-16,DE000LB2CHW4,10.33190981778245,65.0,,0.65,0.375,5.0,0.39,-0.16714423636557002,1.6094379124341003,Financials,Sr Non Preferred,750.0,6.620073206530356,NR
2019-05-16,DE000A1KRJU8,3.344050624119369,,9.0,0.09,1.0,20.0,0.062000000000000055,0.03581314538120209,2.995732273553991,Financials,Secured,750.0,6.620073206530356,AAA
2019-05-16,DE000A1KRJT0,1.980699098160174,,0.0,0.0,0.125,8.0,-0.127,-0.11340287440312002,2.0794415416798357,Financials,Secured,750.0,6.620073206530356,AAA
2019-05-20,XS2002504194,0.4962908807894566,,3.0,0.03,0.05,6.0,-0.016,-0.029390992047936174,1.791759469228055,Financials,Secured,1250.0,7.1308988302963465,AAA
2019-05-20,FR0013421799,3.581917649308398,,15.0,0.15,0.625,12.0,0.02300000000000002,0.05376505634315274,2.4849066497880004,Financials,Secured,1000.0,6.907755278982137,AAA
2019-05-21,XS2002017361,5.573687786137953,100.0,80.0,1.0,0.9,7.5,0.6862227296759795,0.2764584421059273,2.0149030205422647,Corporate,Sr Unsecured,750.0,6.620073206530356,BBB+
2019-05-21,XS2003499386,2.327513782695036,45.0,35.0,0.45,0.375,7.0,0.21,0.10867560479998703,1.9459101490553132,Financials,Sr Preferred,750.0,6.620073206530356,AA-
