,Instrument,Date,Bid Yield
22471,XS1506398244,2017-08-11T00:00:00Z,0.926
22472,XS1506398244,2017-08-14T00:00:00Z,0.956
22473,XS1506398244,2017-08-15T00:00:00Z,0.97
22474,XS1506398244,2017-08-16T00:00:00Z,1.006
22475,XS1506398244,2017-08-17T00:00:00Z,0.942
22476,XS1506398244,2017-08-18T00:00:00Z,0.956
22477,XS1506398244,2017-08-21T00:00:00Z,0.939
22478,XS1506398244,2017-08-22T00:00:00Z,0.95
22479,XS1506398244,2017-08-23T00:00:00Z,0.93
22480,XS1506398244,2017-08-24T00:00:00Z,0.963
22481,XS1506398244,2017-08-25T00:00:00Z,0.944
22482,XS1506398244,2017-08-28T00:00:00Z,0.959
22483,XS1506398244,2017-08-29T00:00:00Z,0.965
22484,XS1506398244,2017-08-30T00:00:00Z,1.017
22485,XS1506398244,2017-08-31T00:00:00Z,0.995
22486,XS1506398244,2017-09-01T00:00:00Z,1.018
22487,XS1506398244,2017-09-04T00:00:00Z,1.019
22488,XS1506398244,2017-09-05T00:00:00Z,0.997
22489,XS1506398244,2017-09-06T00:00:00Z,1.042
22490,XS1506398244,2017-09-07T00:00:00Z,0.996
22491,XS1506398244,2017-09-08T00:00:00Z,1.01
22492,XS1506398244,2017-09-11T00:00:00Z,1.018
22493,XS1506398244,2017-09-12T00:00:00Z,1.081
22494,XS1506398244,2017-09-13T00:00:00Z,1.091
22495,XS1506398244,2017-09-14T00:00:00Z,1.089
22496,XS1506398244,2017-09-15T00:00:00Z,1.104
22497,XS1506398244,2017-09-18T00:00:00Z,1.129
22498,XS1506398244,2017-08-09T00:00:00Z,0.943
22499,XS1506398244,2017-08-10T00:00:00Z,0.95
22500,XS1506398244,2017-08-11T00:00:00Z,0.926
22501,XS1506398244,2017-08-14T00:00:00Z,0.956
22502,XS1506398244,2017-08-15T00:00:00Z,0.97
22503,XS1506398244,2017-08-16T00:00:00Z,1.006
22504,XS1506398244,2017-08-17T00:00:00Z,0.942
22505,XS1506398244,2017-08-18T00:00:00Z,0.956
22506,XS1506398244,2017-08-21T00:00:00Z,0.939
22507,XS1506398244,2017-08-22T00:00:00Z,0.95
22508,XS1506398244,2017-08-23T00:00:00Z,0.93
22509,XS1506398244,2017-08-24T00:00:00Z,0.963
22510,XS1506398244,2017-08-25T00:00:00Z,0.944
22511,XS1506398244,2017-08-28T00:00:00Z,0.959
22512,XS1506398244,2017-08-29T00:00:00Z,0.965
22513,XS1506398244,2017-08-30T00:00:00Z,1.017
22514,XS1506398244,2017-08-31T00:00:00Z,0.995
22515,XS1506398244,2017-09-01T00:00:00Z,1.018
22516,XS1506398244,2017-09-04T00:00:00Z,1.019
22517,XS1506398244,2017-09-05T00:00:00Z,0.997
22518,XS1506398244,2017-09-06T00:00:00Z,1.042
22519,XS1506398244,2017-09-07T00:00:00Z,0.996
22520,XS1506398244,2017-09-08T00:00:00Z,1.01
22521,XS1506398244,2017-09-11T00:00:00Z,1.018
22522,XS1506398244,2017-09-12T00:00:00Z,1.081
22523,XS1506398244,2017-09-13T00:00:00Z,1.091
22524,XS1506398244,2017-09-14T00:00:00Z,1.089
22525,XS1506398244,2017-09-15T00:00:00Z,1.104
22526,XS1506398244,2017-09-18T00:00:00Z,1.129
22527,XS1287779208,2017-08-11T00:00:00Z,0.583
22528,XS1287779208,2017-08-14T00:00:00Z,0.597
22529,XS1287779208,2017-08-15T00:00:00Z,0.618
22530,XS1287779208,2017-08-16T00:00:00Z,0.608
22531,XS1287779208,2017-08-17T00:00:00Z,0.596
22532,XS1287779208,2017-08-18T00:00:00Z,0.604
22533,XS1287779208,2017-08-21T00:00:00Z,0.586
22534,XS1287779208,2017-08-22T00:00:00Z,0.598
22535,XS1287779208,2017-08-23T00:00:00Z,0.564
22536,XS1287779208,2017-08-24T00:00:00Z,0.583
22537,XS1287779208,2017-08-25T00:00:00Z,0.584
22538,XS1287779208,2017-08-28T00:00:00Z,0.572
22539,XS1287779208,2017-08-29T00:00:00Z,0.524
22540,XS1287779208,2017-08-30T00:00:00Z,0.585
22541,XS1287779208,2017-08-31T00:00:00Z,0.572
22542,XS1287779208,2017-09-01T00:00:00Z,0.575
22543,XS1287779208,2017-09-04T00:00:00Z,0.561
22544,XS1287779208,2017-09-05T00:00:00Z,0.563
22545,XS1287779208,2017-09-06T00:00:00Z,0.605
22546,XS1287779208,2017-09-07T00:00:00Z,0.549
22547,XS1287779208,2017-09-08T00:00:00Z,0.586
22548,XS1287779208,2017-09-11T00:00:00Z,0.568
22549,XS1287779208,2017-09-12T00:00:00Z,0.61
22550,XS1287779208,2017-09-13T00:00:00Z,0.608
22551,XS1287779208,2017-09-14T00:00:00Z,0.607
22552,XS1287779208,2017-09-15T00:00:00Z,0.65
22553,XS1287779208,2017-09-18T00:00:00Z,0.662
22554,XS1287779208,2017-09-19T00:00:00Z,0.635
22555,XS1287779208,2017-09-20T00:00:00Z,0.658
22556,XS1071713470,2017-08-10T00:00:00Z,0.761
22557,XS1071713470,2017-08-11T00:00:00Z,0.758
22558,XS1071713470,2017-08-14T00:00:00Z,0.805
22559,XS1071713470,2017-08-15T00:00:00Z,0.814
22560,XS1071713470,2017-08-16T00:00:00Z,0.794
22561,XS1071713470,2017-08-17T00:00:00Z,0.767
22562,XS1071713470,2017-08-18T00:00:00Z,0.783
22563,XS1071713470,2017-08-21T00:00:00Z,0.757
22564,XS1071713470,2017-08-22T00:00:00Z,0.763
22565,XS1071713470,2017-08-23T00:00:00Z,0.748
22566,XS1071713470,2017-08-24T00:00:00Z,0.794
22567,XS1071713470,2017-08-25T00:00:00Z,0.782
22568,XS1071713470,2017-08-28T00:00:00Z,0.783
22569,XS1071713470,2017-08-29T00:00:00Z,0.763
22570,XS1071713470,2017-08-30T00:00:00Z,0.785
22571,XS1071713470,2017-08-31T00:00:00Z,0.793
22572,XS1071713470,2017-09-01T00:00:00Z,0.797
22573,XS1071713470,2017-09-04T00:00:00Z,0.787
22574,XS1071713470,2017-09-05T00:00:00Z,0.752
22575,XS1071713470,2017-09-06T00:00:00Z,0.779
22576,XS1071713470,2017-09-07T00:00:00Z,0.744
22577,XS1071713470,2017-09-08T00:00:00Z,0.764
22578,XS1071713470,2017-09-11T00:00:00Z,0.755
22579,XS1071713470,2017-09-12T00:00:00Z,0.811
22580,XS1071713470,2017-09-13T00:00:00Z,0.814
22581,XS1071713470,2017-09-14T00:00:00Z,0.822
22582,XS1071713470,2017-09-15T00:00:00Z,0.845
22583,XS1071713470,2017-09-18T00:00:00Z,0.882
22584,XS1071713470,2017-09-19T00:00:00Z,0.872
22585,XS1394764689,2017-08-16T00:00:00Z,1.28
22586,XS1394764689,2017-08-17T00:00:00Z,1.246
22587,XS1394764689,2017-08-18T00:00:00Z,1.283
22588,XS1394764689,2017-08-21T00:00:00Z,1.257
22589,XS1394764689,2017-08-22T00:00:00Z,1.276
22590,XS1394764689,2017-08-23T00:00:00Z,1.257
22591,XS1394764689,2017-08-24T00:00:00Z,1.288
22592,XS1394764689,2017-08-25T00:00:00Z,1.273
22593,XS1394764689,2017-08-28T00:00:00Z,1.279
22594,XS1394764689,2017-08-29T00:00:00Z,1.29
22595,XS1394764689,2017-08-30T00:00:00Z,1.314
22596,XS1394764689,2017-08-31T00:00:00Z,1.301
22597,XS1394764689,2017-09-01T00:00:00Z,1.319
22598,XS1394764689,2017-09-04T00:00:00Z,1.308
22599,XS1394764689,2017-09-05T00:00:00Z,1.378
22600,XS1394764689,2017-09-06T00:00:00Z,1.413
22601,XS1394764689,2017-09-07T00:00:00Z,1.355
22602,XS1394764689,2017-09-08T00:00:00Z,1.367
22603,XS1394764689,2017-09-11T00:00:00Z,1.373
22604,XS1394764689,2017-09-12T00:00:00Z,1.415
22605,XS1394764689,2017-09-13T00:00:00Z,1.415
22606,XS1394764689,2017-09-14T00:00:00Z,1.435
22607,XS1394764689,2017-09-15T00:00:00Z,1.446
22608,XS1394764689,2017-09-18T00:00:00Z,1.473
22609,XS1394764689,2017-09-19T00:00:00Z,1.438
22610,XS1394764689,2017-09-20T00:00:00Z,1.441
22611,XS1394764689,2017-09-21T00:00:00Z,1.435
22612,XS1394764689,2017-09-22T00:00:00Z,1.435
22613,XS1394764689,2017-09-25T00:00:00Z,1.379
22614,XS1527192485,2017-09-04T00:00:00Z,1.079
22615,XS1527192485,2017-09-05T00:00:00Z,1.038
22616,XS1527192485,2017-09-06T00:00:00Z,1.061
22617,XS1527192485,2017-09-07T00:00:00Z,1.004
22618,XS1527192485,2017-09-08T00:00:00Z,1.027
22619,XS1527192485,2017-09-11T00:00:00Z,1.046
22620,XS1527192485,2017-09-12T00:00:00Z,1.095
22621,XS1527192485,2017-09-13T00:00:00Z,1.117
22622,XS1527192485,2017-09-14T00:00:00Z,1.124
22623,XS1527192485,2017-09-15T00:00:00Z,1.133
22624,XS1527192485,2017-09-18T00:00:00Z,1.166
22625,XS1527192485,2017-09-19T00:00:00Z,1.15
22626,XS1527192485,2017-09-20T00:00:00Z,1.139
22627,XS1527192485,2017-09-21T00:00:00Z,1.149
22628,XS1527192485,2017-09-22T00:00:00Z,1.167
22629,XS1527192485,2017-09-25T00:00:00Z,1.112
22630,XS1527192485,2017-09-26T00:00:00Z,1.126
22631,XS1527192485,2017-09-27T00:00:00Z,1.191
22632,XS1527192485,2017-09-28T00:00:00Z,1.203
22633,XS1527192485,2017-09-29T00:00:00Z,1.181
22634,XS1527192485,2017-10-02T00:00:00Z,1.168
22635,XS1527192485,2017-10-03T00:00:00Z,1.194
22636,XS1527192485,2017-10-04T00:00:00Z,1.164
22637,XS1527192485,2017-10-05T00:00:00Z,1.168
22638,XS1527192485,2017-10-06T00:00:00Z,1.171
22639,XS1527192485,2017-10-09T00:00:00Z,1.157
22640,XS1527192485,2017-10-10T00:00:00Z,1.151
22641,XS1527192485,2017-10-11T00:00:00Z,1.165
22642,XS1527192485,2017-10-12T00:00:00Z,1.15
22643,XS1502534461,2017-09-18T00:00:00Z,0.507
22644,XS1502534461,2017-09-19T00:00:00Z,0.491
22645,XS1502534461,2017-09-20T00:00:00Z,0.506
22646,XS1502534461,2017-09-21T00:00:00Z,0.485
22647,XS1502534461,2017-09-22T00:00:00Z,0.484
22648,XS1502534461,2017-09-25T00:00:00Z,0.444
22649,XS1502534461,2017-09-26T00:00:00Z,0.451
22650,XS1502534461,2017-09-27T00:00:00Z,0.487
22651,XS1502534461,2017-09-28T00:00:00Z,0.499
22652,XS1502534461,2017-09-29T00:00:00Z,0.486
22653,XS1502534461,2017-10-02T00:00:00Z,0.476
22654,XS1502534461,2017-10-03T00:00:00Z,0.476
22655,XS1502534461,2017-10-04T00:00:00Z,0.479
22656,XS1502534461,2017-10-05T00:00:00Z,0.461
22657,XS1502534461,2017-10-06T00:00:00Z,0.473
22658,XS1502534461,2017-10-09T00:00:00Z,0.447
22659,XS1502534461,2017-10-10T00:00:00Z,0.45
22660,XS1502534461,2017-10-11T00:00:00Z,0.475
22661,XS1502534461,2017-10-12T00:00:00Z,0.433
22662,XS1502534461,2017-10-13T00:00:00Z,0.419
22663,XS1502534461,2017-10-16T00:00:00Z,0.39
22664,XS1502534461,2017-10-17T00:00:00Z,0.389
22665,XS1502534461,2017-10-18T00:00:00Z,0.405
22666,XS1502534461,2017-10-19T00:00:00Z,0.412
22667,XS1502534461,2017-10-20T00:00:00Z,0.428
22668,XS1502534461,2017-10-23T00:00:00Z,0.414
22669,XS1502534461,2017-10-24T00:00:00Z,0.458
22670,XS1502534461,2017-10-25T00:00:00Z,0.453
22671,XS1502534461,2017-10-26T00:00:00Z,0.4
22672,XS1502534461,2017-10-27T00:00:00Z,0.385
22673,XS1511781467,2017-10-09T00:00:00Z,1.263
22674,XS1511781467,2017-10-10T00:00:00Z,1.276
22675,XS1511781467,2017-10-11T00:00:00Z,1.276
22676,XS1511781467,2017-10-12T00:00:00Z,1.239
22677,XS1511781467,2017-10-13T00:00:00Z,1.204
22678,XS1511781467,2017-10-16T00:00:00Z,1.19
22679,XS1511781467,2017-10-17T00:00:00Z,1.169
22680,XS1511781467,2017-10-18T00:00:00Z,1.179
22681,XS1511781467,2017-10-19T00:00:00Z,1.174
22682,XS1511781467,2017-10-20T00:00:00Z,1.21
22683,XS1511781467,2017-10-23T00:00:00Z,1.19
22684,XS1511781467,2017-10-24T00:00:00Z,1.233
22685,XS1511781467,2017-10-25T00:00:00Z,1.243
22686,XS1511781467,2017-10-26T00:00:00Z,1.21
22687,XS1511781467,2017-10-27T00:00:00Z,1.13
22688,XS1511781467,2017-10-30T00:00:00Z,1.083
22689,XS1511781467,2017-10-31T00:00:00Z,1.062
22690,XS1511781467,2017-11-01T00:00:00Z,1.013
22691,XS1511781467,2017-11-02T00:00:00Z,0.998
22692,XS1511781467,2017-11-03T00:00:00Z,0.988
22693,XS1511781467,2017-11-06T00:00:00Z,0.962
22694,XS1511781467,2017-11-07T00:00:00Z,0.965
22695,XS1511781467,2017-11-08T00:00:00Z,0.969
22696,XS1511781467,2017-11-09T00:00:00Z,0.998
22697,XS1511781467,2017-11-10T00:00:00Z,1.047
22698,XS1511781467,2017-11-13T00:00:00Z,1.046
22699,XS1511781467,2017-11-14T00:00:00Z,1.035
22700,XS1511781467,2017-11-15T00:00:00Z,1.035
22701,XS1511781467,2017-11-16T00:00:00Z,1.042
22702,XS1548773982,2017-09-29T00:00:00Z,0.648
22703,XS1548773982,2017-10-02T00:00:00Z,0.645
22704,XS1548773982,2017-10-03T00:00:00Z,0.65
22705,XS1548773982,2017-10-04T00:00:00Z,0.643
22706,XS1548773982,2017-10-05T00:00:00Z,0.63
22707,XS1548773982,2017-10-06T00:00:00Z,0.639
22708,XS1548773982,2017-10-09T00:00:00Z,0.627
22709,XS1548773982,2017-10-10T00:00:00Z,0.633
22710,XS1548773982,2017-10-11T00:00:00Z,0.635
22711,XS1548773982,2017-10-12T00:00:00Z,0.616
22712,XS1548773982,2017-10-13T00:00:00Z,0.589
22713,XS1548773982,2017-10-16T00:00:00Z,0.563
22714,XS1548773982,2017-10-17T00:00:00Z,0.55
22715,XS1548773982,2017-10-18T00:00:00Z,0.576
22716,XS1548773982,2017-10-19T00:00:00Z,0.577
22717,XS1548773982,2017-10-20T00:00:00Z,0.627
22718,XS1548773982,2017-10-23T00:00:00Z,0.616
22719,XS1548773982,2017-10-24T00:00:00Z,0.639
22720,XS1548773982,2017-10-25T00:00:00Z,0.65
22721,XS1548773982,2017-10-26T00:00:00Z,0.636
22722,XS1548773982,2017-10-27T00:00:00Z,0.599
22723,XS1548773982,2017-10-30T00:00:00Z,0.581
22724,XS1548773982,2017-10-31T00:00:00Z,0.574
22725,XS1548773982,2017-11-01T00:00:00Z,0.583
22726,XS1548773982,2017-11-02T00:00:00Z,0.565
22727,XS1548773982,2017-11-03T00:00:00Z,0.56
22728,XS1548773982,2017-11-06T00:00:00Z,0.541
22729,XS1548773982,2017-11-07T00:00:00Z,0.545
22730,XS1548773982,2017-11-08T00:00:00Z,0.533
22731,XS1506604161,2017-09-29T00:00:00Z,0.389
22732,XS1506604161,2017-10-02T00:00:00Z,0.382
22733,XS1506604161,2017-10-03T00:00:00Z,0.38
22734,XS1506604161,2017-10-04T00:00:00Z,0.384
22735,XS1506604161,2017-10-05T00:00:00Z,0.367
22736,XS1506604161,2017-10-06T00:00:00Z,0.376
22737,XS1506604161,2017-10-09T00:00:00Z,0.359
22738,XS1506604161,2017-10-10T00:00:00Z,0.366
22739,XS1506604161,2017-10-11T00:00:00Z,0.385
22740,XS1506604161,2017-10-12T00:00:00Z,0.333
22741,XS1506604161,2017-10-13T00:00:00Z,0.308
22742,XS1506604161,2017-10-16T00:00:00Z,0.292
22743,XS1506604161,2017-10-17T00:00:00Z,0.292
22744,XS1506604161,2017-10-18T00:00:00Z,0.303
22745,XS1506604161,2017-10-19T00:00:00Z,0.306
22746,XS1506604161,2017-10-20T00:00:00Z,0.333
22747,XS1506604161,2017-10-23T00:00:00Z,0.321
22748,XS1506604161,2017-10-24T00:00:00Z,0.362
22749,XS1506604161,2017-10-25T00:00:00Z,0.36
22750,XS1506604161,2017-10-26T00:00:00Z,0.307
22751,XS1506604161,2017-10-27T00:00:00Z,0.297
22752,XS1506604161,2017-10-30T00:00:00Z,0.279
22753,XS1506604161,2017-10-31T00:00:00Z,0.28
22754,XS1506604161,2017-11-01T00:00:00Z,0.287
22755,XS1506604161,2017-11-02T00:00:00Z,0.273
22756,XS1506604161,2017-11-03T00:00:00Z,0.269
22757,XS1506604161,2017-11-06T00:00:00Z,0.25
22758,XS1506604161,2017-11-07T00:00:00Z,0.246
22759,XS1506604161,2017-11-08T00:00:00Z,0.229
22760,XS1499574991,2017-10-04T00:00:00Z,0.757
22761,XS1499574991,2017-10-05T00:00:00Z,0.75
22762,XS1499574991,2017-10-06T00:00:00Z,0.758
22763,XS1499574991,2017-10-09T00:00:00Z,0.736
22764,XS1499574991,2017-10-10T00:00:00Z,0.751
22765,XS1499574991,2017-10-11T00:00:00Z,0.749
22766,XS1499574991,2017-10-12T00:00:00Z,0.745
22767,XS1499574991,2017-10-13T00:00:00Z,0.703
22768,XS1499574991,2017-10-16T00:00:00Z,0.691
22769,XS1499574991,2017-10-17T00:00:00Z,0.673
22770,XS1499574991,2017-10-18T00:00:00Z,0.693
22771,XS1499574991,2017-10-19T00:00:00Z,0.706
22772,XS1499574991,2017-10-20T00:00:00Z,0.737
22773,XS1499574991,2017-10-23T00:00:00Z,0.726
22774,XS1499574991,2017-10-24T00:00:00Z,0.747
22775,XS1499574991,2017-10-25T00:00:00Z,0.742
22776,XS1499574991,2017-10-26T00:00:00Z,0.717
22777,XS1499574991,2017-10-27T00:00:00Z,0.691
22778,XS1499574991,2017-10-30T00:00:00Z,0.678
22779,XS1499574991,2017-10-31T00:00:00Z,0.669
22780,XS1499574991,2017-11-01T00:00:00Z,0.664
22781,XS1499574991,2017-11-02T00:00:00Z,0.661
22782,XS1499574991,2017-11-03T00:00:00Z,0.66
22783,XS1499574991,2017-11-06T00:00:00Z,0.64
22784,XS1499574991,2017-11-07T00:00:00Z,0.636
22785,XS1499574991,2017-11-08T00:00:00Z,0.627
22786,XS1499574991,2017-11-09T00:00:00Z,0.654
22787,XS1499574991,2017-11-10T00:00:00Z,0.676
22788,XS1499574991,2017-11-13T00:00:00Z,0.682
22789,XS1633824823,2017-10-18T00:00:00Z,0.341
22790,XS1633824823,2017-10-19T00:00:00Z,0.356
22791,XS1633824823,2017-10-20T00:00:00Z,0.355
22792,XS1633824823,2017-10-23T00:00:00Z,0.38
22793,XS1633824823,2017-10-24T00:00:00Z,0.374
22794,XS1633824823,2017-10-25T00:00:00Z,0.384
22795,XS1633824823,2017-10-26T00:00:00Z,0.355
22796,XS1633824823,2017-10-27T00:00:00Z,0.342
22797,XS1633824823,2017-10-30T00:00:00Z,0.322
22798,XS1633824823,2017-10-31T00:00:00Z,0.304
22799,XS1633824823,2017-11-01T00:00:00Z,0.331
22800,XS1633824823,2017-11-02T00:00:00Z,0.319
22801,XS1633824823,2017-11-03T00:00:00Z,0.319
22802,XS1633824823,2017-11-06T00:00:00Z,0.302
22803,XS1633824823,2017-11-07T00:00:00Z,0.283
22804,XS1633824823,2017-11-08T00:00:00Z,0.292
22805,XS1633824823,2017-11-09T00:00:00Z,0.32
22806,XS1633824823,2017-11-10T00:00:00Z,0.32
22807,XS1633824823,2017-11-13T00:00:00Z,0.326
22808,XS1633824823,2017-11-14T00:00:00Z,0.308
22809,XS1633824823,2017-11-15T00:00:00Z,0.292
22810,XS1633824823,2017-11-16T00:00:00Z,0.315
22811,XS1633824823,2017-11-17T00:00:00Z,0.298
22812,XS1633824823,2017-11-20T00:00:00Z,0.294
22813,XS1633824823,2017-11-21T00:00:00Z,0.271
22814,XS1633824823,2017-11-22T00:00:00Z,0.287
22815,XS1633824823,2017-11-23T00:00:00Z,0.287
22816,XS1633824823,2017-11-24T00:00:00Z,0.303
22817,XS1633824823,2017-11-27T00:00:00Z,0.279
22818,XS1069549761,2017-10-18T00:00:00Z,1.387
22819,XS1069549761,2017-10-19T00:00:00Z,1.379
22820,XS1069549761,2017-10-20T00:00:00Z,1.399
22821,XS1069549761,2017-10-23T00:00:00Z,1.375
22822,XS1069549761,2017-10-24T00:00:00Z,1.4
22823,XS1069549761,2017-10-25T00:00:00Z,1.422
22824,XS1069549761,2017-10-26T00:00:00Z,1.343
22825,XS1069549761,2017-10-27T00:00:00Z,1.288
22826,XS1069549761,2017-10-30T00:00:00Z,1.274
22827,XS1069549761,2017-10-31T00:00:00Z,1.247
22828,XS1069549761,2017-11-01T00:00:00Z,1.221
22829,XS1069549761,2017-11-02T00:00:00Z,1.219
22830,XS1069549761,2017-11-03T00:00:00Z,1.217
22831,XS1069549761,2017-11-06T00:00:00Z,1.182
22832,XS1069549761,2017-11-07T00:00:00Z,1.174
22833,XS1069549761,2017-11-08T00:00:00Z,1.183
22834,XS1069549761,2017-11-09T00:00:00Z,1.199
22835,XS1069549761,2017-11-10T00:00:00Z,1.248
22836,XS1069549761,2017-11-13T00:00:00Z,1.27
22837,XS1069549761,2017-11-14T00:00:00Z,1.262
22838,XS1069549761,2017-11-15T00:00:00Z,1.274
22839,XS1069549761,2017-11-16T00:00:00Z,1.238
22840,XS1069549761,2017-11-17T00:00:00Z,1.198
22841,XS1069549761,2017-11-20T00:00:00Z,1.207
22842,XS1069549761,2017-11-21T00:00:00Z,1.186
22843,XS1069549761,2017-11-22T00:00:00Z,1.175
22844,XS1069549761,2017-11-23T00:00:00Z,1.185
22845,XS1069549761,2017-11-24T00:00:00Z,1.212
22846,XS1069549761,2017-11-27T00:00:00Z,1.143
22847,XS1485596511,2017-10-20T00:00:00Z,0.705
22848,XS1485596511,2017-10-23T00:00:00Z,0.695
22849,XS1485596511,2017-10-24T00:00:00Z,0.722
22850,XS1485596511,2017-10-25T00:00:00Z,0.728
22851,XS1485596511,2017-10-26T00:00:00Z,0.706
22852,XS1485596511,2017-10-27T00:00:00Z,0.68
22853,XS1485596511,2017-10-30T00:00:00Z,0.657
22854,XS1485596511,2017-10-31T00:00:00Z,0.65
22855,XS1485596511,2017-11-01T00:00:00Z,0.639
22856,XS1485596511,2017-11-02T00:00:00Z,0.643
22857,XS1485596511,2017-11-03T00:00:00Z,0.63
22858,XS1485596511,2017-11-06T00:00:00Z,0.628
22859,XS1485596511,2017-11-07T00:00:00Z,0.609
22860,XS1485596511,2017-11-08T00:00:00Z,0.589
22861,XS1485596511,2017-11-09T00:00:00Z,0.628
22862,XS1485596511,2017-11-10T00:00:00Z,0.645
22863,XS1485596511,2017-11-13T00:00:00Z,0.645
22864,XS1485596511,2017-11-14T00:00:00Z,0.648
22865,XS1485596511,2017-11-15T00:00:00Z,0.619
22866,XS1485596511,2017-11-16T00:00:00Z,0.621
22867,XS1485596511,2017-11-17T00:00:00Z,0.618
22868,XS1485596511,2017-11-20T00:00:00Z,0.612
22869,XS1485596511,2017-11-21T00:00:00Z,0.601
22870,XS1485596511,2017-11-22T00:00:00Z,0.624
22871,XS1485596511,2017-11-23T00:00:00Z,0.601
22872,XS1485596511,2017-11-24T00:00:00Z,0.604
22873,XS1485596511,2017-11-27T00:00:00Z,0.594
22874,XS1485596511,2017-11-28T00:00:00Z,0.616
22875,XS1485596511,2017-11-29T00:00:00Z,0.636
22876,XS1112829947,2017-10-23T00:00:00Z,0.619
22877,XS1112829947,2017-10-24T00:00:00Z,0.665
22878,XS1112829947,2017-10-25T00:00:00Z,0.656
22879,XS1112829947,2017-10-26T00:00:00Z,0.628
22880,XS1112829947,2017-10-27T00:00:00Z,0.558
22881,XS1112829947,2017-10-30T00:00:00Z,0.535
22882,XS1112829947,2017-10-31T00:00:00Z,0.533
22883,XS1112829947,2017-11-01T00:00:00Z,0.519
22884,XS1112829947,2017-11-02T00:00:00Z,0.508
22885,XS1112829947,2017-11-03T00:00:00Z,0.503
22886,XS1112829947,2017-11-06T00:00:00Z,0.481
22887,XS1112829947,2017-11-07T00:00:00Z,0.479
22888,XS1112829947,2017-11-08T00:00:00Z,0.487
22889,XS1112829947,2017-11-09T00:00:00Z,0.506
22890,XS1112829947,2017-11-10T00:00:00Z,0.545
22891,XS1112829947,2017-11-13T00:00:00Z,0.574
22892,XS1112829947,2017-11-14T00:00:00Z,0.565
22893,XS1112829947,2017-11-15T00:00:00Z,0.534
22894,XS1112829947,2017-11-16T00:00:00Z,0.578
22895,XS1112829947,2017-11-17T00:00:00Z,0.563
22896,XS1112829947,2017-11-20T00:00:00Z,0.561
22897,XS1112829947,2017-11-21T00:00:00Z,0.556
22898,XS1112829947,2017-11-22T00:00:00Z,0.566
22899,XS1112829947,2017-11-23T00:00:00Z,0.565
22900,XS1112829947,2017-11-24T00:00:00Z,0.584
22901,XS1112829947,2017-11-27T00:00:00Z,0.564
22902,XS1112829947,2017-11-28T00:00:00Z,0.558
22903,XS1112829947,2017-11-29T00:00:00Z,0.599
22904,XS1112829947,2017-11-30T00:00:00Z,0.607
22905,XS1112829947,2017-12-01T00:00:00Z,0.554
22906,XS1112829947,2017-10-23T00:00:00Z,0.619
22907,XS1112829947,2017-10-24T00:00:00Z,0.665
22908,XS1112829947,2017-10-25T00:00:00Z,0.656
22909,XS1112829947,2017-10-26T00:00:00Z,0.628
22910,XS1112829947,2017-10-27T00:00:00Z,0.558
22911,XS1112829947,2017-10-30T00:00:00Z,0.535
22912,XS1112829947,2017-10-31T00:00:00Z,0.533
22913,XS1112829947,2017-11-01T00:00:00Z,0.519
22914,XS1112829947,2017-11-02T00:00:00Z,0.508
22915,XS1112829947,2017-11-03T00:00:00Z,0.503
22916,XS1112829947,2017-11-06T00:00:00Z,0.481
22917,XS1112829947,2017-11-07T00:00:00Z,0.479
22918,XS1112829947,2017-11-08T00:00:00Z,0.487
22919,XS1112829947,2017-11-09T00:00:00Z,0.506
22920,XS1112829947,2017-11-10T00:00:00Z,0.545
22921,XS1112829947,2017-11-13T00:00:00Z,0.574
22922,XS1112829947,2017-11-14T00:00:00Z,0.565
22923,XS1112829947,2017-11-15T00:00:00Z,0.534
22924,XS1112829947,2017-11-16T00:00:00Z,0.578
22925,XS1112829947,2017-11-17T00:00:00Z,0.563
22926,XS1112829947,2017-11-20T00:00:00Z,0.561
22927,XS1112829947,2017-11-21T00:00:00Z,0.556
22928,XS1112829947,2017-11-22T00:00:00Z,0.566
22929,XS1112829947,2017-11-23T00:00:00Z,0.565
22930,XS1112829947,2017-11-24T00:00:00Z,0.584
22931,XS1112829947,2017-11-27T00:00:00Z,0.564
22932,XS1112829947,2017-11-28T00:00:00Z,0.558
22933,XS1112829947,2017-11-29T00:00:00Z,0.599
22934,XS1112829947,2017-11-30T00:00:00Z,0.607
22935,XS1112829947,2017-12-01T00:00:00Z,0.554
22936,XS1637334803,2017-10-25T00:00:00Z,0.998
22937,XS1637334803,2017-10-26T00:00:00Z,0.945
22938,XS1637334803,2017-10-27T00:00:00Z,0.877
22939,XS1637334803,2017-10-30T00:00:00Z,0.861
22940,XS1637334803,2017-10-31T00:00:00Z,0.852
22941,XS1637334803,2017-11-01T00:00:00Z,0.834
22942,XS1637334803,2017-11-02T00:00:00Z,0.82
22943,XS1637334803,2017-11-03T00:00:00Z,0.817
22944,XS1637334803,2017-11-06T00:00:00Z,0.79
22945,XS1637334803,2017-11-07T00:00:00Z,0.787
22946,XS1637334803,2017-11-08T00:00:00Z,0.789
22947,XS1637334803,2017-11-09T00:00:00Z,0.841
22948,XS1637334803,2017-11-10T00:00:00Z,0.946
22949,XS1637334803,2017-11-13T00:00:00Z,0.955
22950,XS1637334803,2017-11-14T00:00:00Z,0.944
22951,XS1637334803,2017-11-15T00:00:00Z,1.064
22952,XS1637334803,2017-11-16T00:00:00Z,1.006
