,Instrument,Date,Bid Yield
5232,DE000A3H2457,2022-04-14T00:00:00Z,1.148
5233,DE000A3H2457,2022-04-15T00:00:00Z,1.14
5234,DE000A3H2457,2022-04-18T00:00:00Z,1.138
5235,DE000A3H2ZX9,2021-09-30T00:00:00Z,0.241
5236,DE000A3H2ZX9,2021-10-01T00:00:00Z,0.205
5237,DE000A3H2ZX9,2021-10-04T00:00:00Z,0.21
5238,DE000A3H2ZX9,2021-10-05T00:00:00Z,0.248
5239,DE000A3H2ZX9,2021-10-06T00:00:00Z,0.233
5240,DE000A3H2ZX9,2021-10-07T00:00:00Z,0.239
5241,DE000A3H2ZX9,2021-10-08T00:00:00Z,0.258
5242,DE000A3H2ZX9,2021-10-11T00:00:00Z,0.274
5243,DE000A3H2ZX9,2021-10-12T00:00:00Z,0.311
5244,DE000A3H2ZX9,2021-10-13T00:00:00Z,0.309
5245,DE000A3H2ZX9,2021-10-14T00:00:00Z,0.257
5246,DE000A3H2ZX9,2021-10-15T00:00:00Z,0.266
5247,DE000A3H2ZX9,2021-10-18T00:00:00Z,0.324
5248,DE000A3H2ZX9,2021-10-19T00:00:00Z,0.333
5249,DE000A3H2ZX9,2021-10-20T00:00:00Z,0.315
5250,DE000A3H2ZX9,2021-10-21T00:00:00Z,0.342
5251,DE000A3H2ZX9,2021-10-22T00:00:00Z,0.37
5252,DE000A3H2ZX9,2021-10-25T00:00:00Z,0.319
5253,DE000A3H2ZX9,2021-10-26T00:00:00Z,0.322
5254,DE000A3H2ZX9,2021-10-27T00:00:00Z,0.307
5255,DE000A3H2ZX9,2021-10-28T00:00:00Z,0.318
5256,DE000A3H2ZX9,2021-10-29T00:00:00Z,0.408
5257,DE000A3H2ZX9,2021-11-01T00:00:00Z,0.386
5258,DE000A3H2ZX9,2021-11-02T00:00:00Z,0.284
5259,DE000A3H2ZX9,2021-11-03T00:00:00Z,0.289
5260,DE000A3H2ZX9,2021-11-04T00:00:00Z,0.204
5261,DE000A3H2ZX9,2021-11-05T00:00:00Z,0.199
5262,DE000A3H2ZX9,2021-11-08T00:00:00Z,0.193
5263,DE000A3H2ZX9,2021-11-09T00:00:00Z,0.19
5264,DE000A2NBKK3,2021-12-23T00:00:00Z,0.16
5265,DE000A2NBKK3,2021-12-24T00:00:00Z,0.135
5266,DE000A2NBKK3,2021-12-27T00:00:00Z,0.174
5267,DE000A2NBKK3,2021-12-28T00:00:00Z,0.153
5268,DE000A2NBKK3,2021-12-29T00:00:00Z,0.197
5269,DE000A2NBKK3,2021-12-30T00:00:00Z,0.21
5270,DE000A2NBKK3,2021-12-31T00:00:00Z,0.179
5271,DE000A2NBKK3,2022-01-03T00:00:00Z,0.224
5272,DE000A2NBKK3,2022-01-04T00:00:00Z,0.208
5273,DE000A2NBKK3,2022-01-05T00:00:00Z,0.196
5274,DE000A2NBKK3,2022-01-06T00:00:00Z,0.231
5275,DE000A2NBKK3,2022-01-07T00:00:00Z,0.233
5276,DE000A2NBKK3,2022-01-10T00:00:00Z,0.24
5277,DE000A2NBKK3,2022-01-11T00:00:00Z,0.245
5278,DE000A2NBKK3,2022-01-12T00:00:00Z,0.246
5279,DE000A2NBKK3,2022-01-13T00:00:00Z,0.227
5280,DE000A2NBKK3,2022-01-14T00:00:00Z,0.24
5281,DE000A2NBKK3,2022-01-17T00:00:00Z,0.257
5282,DE000A2NBKK3,2022-01-18T00:00:00Z,0.266
5283,DE000A2NBKK3,2022-01-19T00:00:00Z,0.256
5284,DE000A2NBKK3,2022-01-20T00:00:00Z,0.238
5285,DE000A2NBKK3,2022-01-21T00:00:00Z,0.219
5286,DE000A2NBKK3,2022-01-24T00:00:00Z,0.191
5287,DE000A2NBKK3,2022-01-25T00:00:00Z,0.188
5288,DE000A2NBKK3,2022-01-26T00:00:00Z,0.184
5289,DE000A2NBKK3,2022-01-27T00:00:00Z,0.213
5290,DE000A2NBKK3,2022-01-28T00:00:00Z,0.26
5291,DE000A2NBKK3,2022-01-31T00:00:00Z,0.323
5292,DE000A2NBKK3,2022-02-01T00:00:00Z,0.342
5293,DE000A3E5K73,2022-03-17T00:00:00Z,0.678
5294,DE000A3E5K73,2022-03-18T00:00:00Z,0.651
5295,DE000A3E5K73,2022-03-21T00:00:00Z,0.71
5296,DE000A3E5K73,2022-03-22T00:00:00Z,0.784
5297,DE000A3E5K73,2022-03-23T00:00:00Z,0.767
5298,DE000A3E5K73,2022-03-24T00:00:00Z,0.873
5299,DE000A3E5K73,2022-03-25T00:00:00Z,0.872
5300,DE000A3E5K73,2022-03-28T00:00:00Z,0.922
5301,DE000A3E5K73,2022-03-29T00:00:00Z,0.985
5302,DE000A3E5K73,2022-03-30T00:00:00Z,1.064
5303,DE000A3E5K73,2022-03-31T00:00:00Z,0.951
5304,DE000A3E5K73,2022-04-01T00:00:00Z,0.984
5305,DE000A3E5K73,2022-04-04T00:00:00Z,0.951
5306,DE000A3E5K73,2022-04-05T00:00:00Z,1.04
5307,DE000A3E5K73,2022-04-06T00:00:00Z,1.063
5308,DE000A3E5K73,2022-04-07T00:00:00Z,1.093
5309,DE000A3E5K73,2022-04-08T00:00:00Z,1.147
5310,DE000A3E5K73,2022-04-11T00:00:00Z,1.231
5311,DE000A3E5K73,2022-04-12T00:00:00Z,1.192
5312,DE000A3E5K73,2022-04-13T00:00:00Z,1.171
5313,DE000A3E5K73,2022-04-14T00:00:00Z,1.204
5314,DE000A3E5K73,2022-04-14T00:00:00Z,1.204
5315,DE000A3E5K73,2022-04-14T00:00:00Z,1.204
5316,DE000A3E5K73,2022-04-19T00:00:00Z,1.254
5317,DE000A3E5K73,2022-04-20T00:00:00Z,1.21
5318,DE000A3E5K73,2022-04-21T00:00:00Z,1.279
5319,DE000A3E5K73,2022-04-22T00:00:00Z,1.348
5320,DE000A3E5K73,2022-04-25T00:00:00Z,1.239
5321,DE000A3E5K73,2022-04-26T00:00:00Z,1.225
5322,DE000A2E4CQ2,2020-09-10T00:00:00Z,0.426
5323,DE000A2E4CQ2,2020-09-11T00:00:00Z,0.284
5324,DE000A2E4CQ2,2020-09-14T00:00:00Z,0.278
5325,DE000A2E4CQ2,2020-09-15T00:00:00Z,0.281
5326,DE000A2E4CQ2,2020-09-16T00:00:00Z,0.274
5327,DE000A2E4CQ2,2020-09-17T00:00:00Z,0.297
5328,DE000A2E4CQ2,2020-09-18T00:00:00Z,0.254
5329,DE000A2E4CQ2,2020-09-21T00:00:00Z,0.211
5330,DE000A2E4CQ2,2020-09-22T00:00:00Z,0.272
5331,DE000A2E4CQ2,2020-09-23T00:00:00Z,0.306
5332,DE000A2E4CQ2,2020-09-24T00:00:00Z,0.216
5333,DE000A2E4CQ2,2020-09-25T00:00:00Z,0.301
5334,DE000A2E4CQ2,2020-09-28T00:00:00Z,0.283
5335,DE000A2E4CQ2,2020-09-29T00:00:00Z,0.254
5336,DE000A2E4CQ2,2020-09-30T00:00:00Z,0.287
5337,DE000A2E4CQ2,2020-10-01T00:00:00Z,0.286
5338,DE000A2E4CQ2,2020-10-02T00:00:00Z,0.267
5339,DE000A2E4CQ2,2020-10-05T00:00:00Z,0.282
5340,DE000A2E4CQ2,2020-10-06T00:00:00Z,0.266
5341,DE000A2E4CQ2,2020-10-07T00:00:00Z,0.268
5342,DE000A2E4CQ2,2020-10-08T00:00:00Z,0.232
5343,DE000A2E4CQ2,2020-10-09T00:00:00Z,0.202
5344,DE000A2E4CQ2,2020-10-12T00:00:00Z,0.193
5345,DE000A2E4CQ2,2020-10-13T00:00:00Z,0.158
5346,DE000A2E4CQ2,2020-10-14T00:00:00Z,0.146
5347,DE000A2E4CQ2,2020-10-15T00:00:00Z,0.137
5348,DE000A2E4CQ2,2020-10-16T00:00:00Z,0.127
5349,DE000A2E4CQ2,2020-10-19T00:00:00Z,0.135
5350,DE000A2E4CQ2,2020-10-20T00:00:00Z,0.135
5351,DE000AAR0272,2020-12-16T00:00:00Z,-0.434
5352,DE000AAR0272,2020-12-17T00:00:00Z,-0.431
5353,DE000AAR0272,2020-12-18T00:00:00Z,-0.428
5354,DE000AAR0272,2020-12-21T00:00:00Z,-0.424
5355,DE000AAR0272,2020-12-22T00:00:00Z,-0.42
5356,DE000AAR0272,2020-12-23T00:00:00Z,-0.394
5357,DE000AAR0272,2020-12-23T00:00:00Z,-0.394
5358,DE000AAR0272,2020-12-23T00:00:00Z,-0.394
5359,DE000AAR0272,2020-12-28T00:00:00Z,-0.414
5360,DE000AAR0272,2020-12-29T00:00:00Z,-0.417
5361,DE000AAR0272,2020-12-30T00:00:00Z,-0.42
5362,DE000AAR0272,2020-12-31T00:00:00Z,-0.429
5363,DE000AAR0272,2020-12-31T00:00:00Z,-0.429
5364,DE000AAR0272,2021-01-04T00:00:00Z,-0.446
5365,DE000AAR0272,2021-01-05T00:00:00Z,-0.443
5366,DE000AAR0272,2021-01-06T00:00:00Z,-0.422
5367,DE000AAR0272,2021-01-07T00:00:00Z,-0.416
5368,DE000AAR0272,2021-01-08T00:00:00Z,-0.409
5369,DE000AAR0272,2021-01-11T00:00:00Z,-0.401
5370,DE000AAR0272,2021-01-12T00:00:00Z,-0.383
5371,DE000AAR0272,2021-01-13T00:00:00Z,-0.406
5372,DE000AAR0272,2021-01-14T00:00:00Z,-0.424
5373,DE000AAR0272,2021-01-15T00:00:00Z,-0.42
5374,DE000AAR0272,2021-01-18T00:00:00Z,-0.411
5375,DE000AAR0272,2021-01-19T00:00:00Z,-0.409
5376,DE000AAR0272,2021-01-20T00:00:00Z,-0.407
5377,DE000AAR0272,2021-01-21T00:00:00Z,-0.392
5378,DE000AAR0272,2021-01-22T00:00:00Z,-0.397
5379,DE000AAR0272,2021-01-25T00:00:00Z,-0.416
5380,DE000AAR0264,2021-08-05T00:00:00Z,0.021
5381,DE000AAR0264,2021-08-06T00:00:00Z,0.058
5382,DE000AAR0264,2021-08-09T00:00:00Z,0.064
5383,DE000AAR0264,2021-08-10T00:00:00Z,0.065
5384,DE000AAR0264,2021-08-11T00:00:00Z,0.036
5385,DE000AAR0264,2021-08-12T00:00:00Z,0.064
5386,DE000AAR0264,2021-08-13T00:00:00Z,0.038
5387,DE000AAR0264,2021-08-16T00:00:00Z,0.062
5388,DE000AAR0264,2021-08-17T00:00:00Z,0.031
5389,DE000AAR0264,2021-08-18T00:00:00Z,0.051
5390,DE000AAR0264,2021-08-19T00:00:00Z,0.044
5391,DE000AAR0264,2021-08-20T00:00:00Z,0.045
5392,DE000AAR0264,2021-08-23T00:00:00Z,0.053
5393,DE000AAR0264,2021-08-24T00:00:00Z,0.078
5394,DE000AAR0264,2021-08-25T00:00:00Z,0.124
5395,DE000AAR0264,2021-08-26T00:00:00Z,0.168
5396,DE000AAR0264,2021-08-27T00:00:00Z,0.14
5397,DE000AAR0264,2021-08-30T00:00:00Z,0.146
5398,DE000AAR0264,2021-08-31T00:00:00Z,0.17
5399,DE000AAR0264,2021-09-01T00:00:00Z,0.169
5400,DE000AAR0264,2021-09-02T00:00:00Z,0.157
5401,DE000AAR0264,2021-09-03T00:00:00Z,0.179
5402,DE000AAR0264,2021-09-06T00:00:00Z,0.102
5403,DE000AAR0264,2021-09-07T00:00:00Z,0.224
5404,DE000AAR0264,2021-09-08T00:00:00Z,0.219
5405,DE000AAR0264,2021-09-09T00:00:00Z,0.189
5406,DE000AAR0264,2021-09-10T00:00:00Z,0.217
5407,DE000AAR0264,2021-09-13T00:00:00Z,0.215
5408,DE000AAR0264,2021-09-14T00:00:00Z,0.216
5409,DE000AAR0280,2021-08-18T00:00:00Z,-0.322
5410,DE000AAR0280,2021-08-19T00:00:00Z,-0.326
5411,DE000AAR0280,2021-08-20T00:00:00Z,-0.316
5412,DE000AAR0280,2021-08-23T00:00:00Z,-0.319
5413,DE000AAR0280,2021-08-24T00:00:00Z,-0.319
5414,DE000AAR0280,2021-08-25T00:00:00Z,-0.29
5415,DE000AAR0280,2021-08-26T00:00:00Z,-0.285
5416,DE000AAR0280,2021-08-27T00:00:00Z,-0.283
5417,DE000AAR0280,2021-08-30T00:00:00Z,-0.292
5418,DE000AAR0280,2021-08-31T00:00:00Z,-0.267
5419,DE000AAR0280,2021-09-01T00:00:00Z,-0.257
5420,DE000AAR0280,2021-09-02T00:00:00Z,-0.265
5421,DE000AAR0280,2021-09-03T00:00:00Z,-0.249
5422,DE000AAR0280,2021-09-06T00:00:00Z,-0.253
5423,DE000AAR0280,2021-09-07T00:00:00Z,-0.217
5424,DE000AAR0280,2021-09-08T00:00:00Z,-0.218
5425,DE000AAR0280,2021-09-09T00:00:00Z,-0.238
5426,DE000AAR0280,2021-09-10T00:00:00Z,-0.218
5427,DE000AAR0280,2021-09-13T00:00:00Z,-0.22
5428,DE000AAR0280,2021-09-14T00:00:00Z,-0.227
5429,DE000AAR0280,2021-09-15T00:00:00Z,-0.211
5430,DE000AAR0280,2021-09-16T00:00:00Z,-0.193
5431,DE000AAR0280,2021-09-17T00:00:00Z,-0.159
5432,DE000AAR0280,2021-09-20T00:00:00Z,-0.185
5433,DE000AAR0280,2021-09-21T00:00:00Z,-0.196
5434,DE000AAR0280,2021-09-22T00:00:00Z,-0.192
5435,DE000AAR0280,2021-09-23T00:00:00Z,-0.15
5436,DE000AAR0280,2021-09-24T00:00:00Z,-0.12
5437,DE000AAR0280,2021-09-27T00:00:00Z,-0.112
5438,DE000AAR0306,2021-12-15T00:00:00Z,-0.072
5439,DE000AAR0306,2021-12-16T00:00:00Z,-0.067
5440,DE000AAR0306,2021-12-17T00:00:00Z,-0.056
5441,DE000AAR0306,2021-12-20T00:00:00Z,-0.066
5442,DE000AAR0306,2021-12-21T00:00:00Z,0.008
5443,DE000AAR0306,2021-12-22T00:00:00Z,-0.005
5444,DE000AAR0306,2021-12-23T00:00:00Z,0.042
5445,DE000AAR0306,2021-12-24T00:00:00Z,0.081
5446,DE000AAR0306,2021-12-27T00:00:00Z,0.069
5447,DE000AAR0306,2021-12-28T00:00:00Z,0.076
5448,DE000AAR0306,2021-12-29T00:00:00Z,0.116
5449,DE000AAR0306,2021-12-30T00:00:00Z,0.113
5450,DE000AAR0306,2021-12-31T00:00:00Z,0.1
5451,DE000AAR0306,2022-01-03T00:00:00Z,0.127
5452,DE000AAR0306,2022-01-04T00:00:00Z,0.131
5453,DE000AAR0306,2022-01-05T00:00:00Z,0.127
5454,DE000AAR0306,2022-01-06T00:00:00Z,0.159
5455,DE000AAR0306,2022-01-07T00:00:00Z,0.172
5456,DE000AAR0306,2022-01-10T00:00:00Z,0.174
5457,DE000AAR0306,2022-01-11T00:00:00Z,0.189
5458,DE000AAR0306,2022-01-12T00:00:00Z,0.164
5459,DE000AAR0306,2022-01-13T00:00:00Z,0.139
5460,DE000AAR0306,2022-01-14T00:00:00Z,0.192
5461,DE000AAR0306,2022-01-17T00:00:00Z,0.218
5462,DE000AAR0306,2022-01-18T00:00:00Z,0.215
5463,DE000AAR0306,2022-01-19T00:00:00Z,0.223
5464,DE000AAR0306,2022-01-20T00:00:00Z,0.213
5465,DE000AAR0306,2022-01-21T00:00:00Z,0.195
5466,DE000AAR0306,2022-01-24T00:00:00Z,0.166
5467,DE000AAR0264,2021-12-22T00:00:00Z,0.444
5468,DE000AAR0264,2021-12-23T00:00:00Z,0.482
5469,DE000AAR0264,2021-12-24T00:00:00Z,0.483
5470,DE000AAR0264,2021-12-27T00:00:00Z,0.529
5471,DE000AAR0264,2021-12-28T00:00:00Z,0.546
5472,DE000AAR0264,2021-12-29T00:00:00Z,0.54
5473,DE000AAR0264,2021-12-30T00:00:00Z,0.535
5474,DE000AAR0264,2021-12-31T00:00:00Z,0.538
5475,DE000AAR0264,2022-01-03T00:00:00Z,0.567
5476,DE000AAR0264,2022-01-04T00:00:00Z,0.553
5477,DE000AAR0264,2022-01-05T00:00:00Z,0.55
5478,DE000AAR0264,2022-01-06T00:00:00Z,0.591
5479,DE000AAR0264,2022-01-07T00:00:00Z,0.609
5480,DE000AAR0264,2022-01-10T00:00:00Z,0.604
5481,DE000AAR0264,2022-01-11T00:00:00Z,0.689
5482,DE000AAR0264,2022-01-12T00:00:00Z,0.751
5483,DE000AAR0264,2022-01-13T00:00:00Z,0.767
5484,DE000AAR0264,2022-01-14T00:00:00Z,0.795
5485,DE000AAR0264,2022-01-17T00:00:00Z,0.838
5486,DE000AAR0264,2022-01-18T00:00:00Z,0.857
5487,DE000AAR0264,2022-01-19T00:00:00Z,0.868
5488,DE000AAR0264,2022-01-20T00:00:00Z,0.845
5489,DE000AAR0264,2022-01-21T00:00:00Z,0.819
5490,DE000AAR0264,2022-01-24T00:00:00Z,0.796
5491,DE000AAR0264,2022-01-25T00:00:00Z,0.831
5492,DE000AAR0264,2022-01-26T00:00:00Z,0.822
5493,DE000AAR0264,2022-01-27T00:00:00Z,0.848
5494,DE000AAR0264,2022-01-28T00:00:00Z,0.927
5495,DE000AAR0264,2022-01-31T00:00:00Z,0.985
5496,DE000AAR0272,2022-05-25T00:00:00Z,1.251
5497,DE000AAR0272,2022-05-26T00:00:00Z,1.29
5498,DE000AAR0272,2022-05-27T00:00:00Z,1.282
5499,DE000AAR0272,2022-05-30T00:00:00Z,1.332
5500,DE000AAR0272,2022-05-31T00:00:00Z,1.438
5501,DE000AAR0272,2022-06-01T00:00:00Z,1.487
5502,DE000AAR0272,2022-06-02T00:00:00Z,1.565
5503,DE000AAR0272,2022-06-03T00:00:00Z,1.622
5504,DE000AAR0272,2022-06-06T00:00:00Z,1.634
